"castaway_id","version","season","version_season","castaway","order","jury_status","result","winner","gender","all_confess","merge","wins","idols","confess_per_ep"
"US0144","US",11,"US11","Stephenie",17,NA,"Runner-up",0,"Female",64,1,4,0,3.76
"US0166","US",11,"US11","Danni",18,NA,"Sole Survivor",1,"Female",41,1,7,0,2.28
"US0167","US",12,"US12","Tina",1,NA,"1st voted out",0,"Female",3,0,1,0,3
"US0168","US",12,"US12","Melinda",2,NA,"2nd voted out",0,"Female",5,0,1,0,2.5
"US0169","US",12,"US12","Misty",3,NA,"3rd voted out",0,"Female",5,0,4,0,1.67
"US0170","US",12,"US12","Ruth Marie",4,NA,"4th voted out",0,"Female",4,0,4,0,1
"US0171","US",12,"US12","Bobby",5,NA,"5th voted out",0,"Male",5,0,6,0,1
"US0172","US",12,"US12","Dan",6,NA,"6th voted out",0,"Male",11,0,6,0,1.83
"US0173","US",12,"US12","Nick",7,NA,"7th voted out",0,"Male",14,0,6,0,2
"US0174","US",12,"US12","Austin",8,"1st jury member","8th voted out",0,"Male",33,1,6,0,4.12
"US0175","US",12,"US12","Sally",9,"2nd jury member","9th voted out",0,"Female",31,1,5,0,3.44
"US0176","US",12,"US12","Bruce",10,"3rd jury member","Medically evacuated",0,"Male",23,1,7,0,2.3
"US0177","US",12,"US12","Courtney",11,"4th jury member","10th voted out",0,"Female",24,1,6,0,2.18
"US0178","US",12,"US12","Shane",12,"5th jury member","11th voted out",0,"Male",38,1,7,0,3.17
"US0179","US",12,"US12","Cirie",13,"6th jury member","12th voted out",0,"Female",61,1,6,0,4.69
"US0180","US",12,"US12","Terry",14,"7th jury member","13th voted out",0,"Male",59,1,6,1,4.21
"US0181","US",12,"US12","Danielle",15,NA,"Runner-up",0,"Female",39,0,6,0,2.6
"US0182","US",12,"US12","Aras",16,NA,"Sole Survivor",1,"Male",44,1,7,0,2.75
"US0183","US",13,"US13","Sekou",1,NA,"1st voted out",0,"Male",3,0,0,0,3
"US0184","US",13,"US13","Billy",2,NA,"2nd voted out",0,"Male",6,0,1,0,3
"US0185","US",13,"US13","Cecilia",3,NA,"3rd voted out",0,"Female",3,0,1,0,1
"US0186","US",13,"US13","J.P.",4,NA,"4th voted out",0,"Male",7,0,2,0,1.75
"US0187","US",13,"US13","Stephannie",5,NA,"5th voted out",0,"Female",13,0,3,0,2.6
"US0188","US",13,"US13","Cao Boi",6,NA,"6th voted out",0,"Male",16,0,6,0,2.67
"US0189","US",13,"US13","Cristina",7,NA,"7th voted out",0,"Female",9,0,3,0,1.29
"US0190","US",13,"US13","Jessica",8,NA,"8th voted out",0,"Female",11,0,7,0,1.38
"US0191","US",13,"US13","Brad",9,"1st jury member","9th voted out",0,"Male",7,1,5,0,0.78
"US0192","US",13,"US13","Rebecca",10,"2nd jury member","10th voted out",0,"Female",6,1,4,0,0.6
"US0193","US",13,"US13","Jenny",11,"3rd jury member","11th voted out",0,"Female",11,1,5,0,1
"US0194","US",13,"US13","Nate",12,"4th jury member","12th voted out",0,"Male",29,1,4,0,2.42
"US0195","US",13,"US13","Candice",13,"5th jury member","13th voted out",0,"Female",15,1,7,0,1.15
"US0196","US",13,"US13","Jonathan",14,"6th jury member","14th voted out",0,"Male",49,1,7,0,3.5
"US0197","US",13,"US13","Parvati",15,"7th jury member","15th voted out",0,"Female",25,1,5,0,1.67
"US0198","US",13,"US13","Adam",16,"8th jury member","16th voted out",0,"Male",27,1,5,0,1.69
"US0199","US",13,"US13","Sundra",17,"9th jury member","17th voted out",0,"Female",29,1,10,0,1.71
"US0200","US",13,"US13","Becky",18,NA,"2nd Runner-up",0,"Female",15,1,11,0,0.83
"US0201","US",13,"US13","Ozzy",19,NA,"Runner-up",0,"Male",46,1,10,0,2.42
"US0202","US",13,"US13","Yul",20,NA,"Sole Survivor",1,"Male",45,1,11,1,2.25
"US0203","US",14,"US14","Jessica",1,NA,"1st voted out",0,"Female",3,0,0,0,3
"US0204","US",14,"US14","Erica",2,NA,"2nd voted out",0,"Female",7,0,0,0,3.5
"US0205","US",14,"US14","Sylvia",3,NA,"3rd voted out",0,"Female",11,0,0,0,3.67
"US0206","US",14,"US14","Gary",4,NA,"Quit",0,"Male",3,0,4,0,0.75
"US0207","US",14,"US14","Liliana",5,NA,"4th voted out",0,"Female",2,0,6,0,0.4
"US0208","US",14,"US14","Rita",6,NA,"5th voted out",0,"Female",5,0,0,0,0.83
"US0209","US",14,"US14","Anthony",7,NA,"6th voted out",0,"Male",20,0,0,0,2.86
"US0210","US",14,"US14","Rocky",8,"1st jury member","7th voted out",0,"Male",23,1,1,0,2.88
"US0211","US",14,"US14","Lisi",9,"2nd jury member","8th voted out",0,"Female",24,1,9,0,2.67
"US0212","US",14,"US14","Michelle",10,"3rd jury member","9th voted out",0,"Female",8,1,4,0,0.8
"US0213","US",14,"US14","Edgardo",11,"4th jury member","10th voted out",0,"Male",18,1,9,0,1.64
"US0214","US",14,"US14","Mookie",12,"5th jury member","11th voted out",0,"Male",25,1,1,1,2.08
"US0215","US",14,"US14","Alex",13,"6th jury member","12th voted out",0,"Male",52,1,9,0,4
"US0216","US",14,"US14","Stacy",14,"7th jury member","13th voted out",0,"Female",12,1,12,0,0.86
"US0217","US",14,"US14","Boo",15,"8th jury member","14th voted out",0,"Male",20,1,12,0,1.33
"US0218","US",14,"US14","Yau-Man",16,"9th jury member","15th voted out",0,"Male",46,1,4,1,2.88
"US0219","US",14,"US14","Dreamz",17,NA,"Co-runner-up",0,"Male",44,1,9,0,2.59
"US0220","US",14,"US14","Cassandra",18,NA,"Co-runner-up",0,"Female",22,1,12,0,1.22
"US0221","US",14,"US14","Earl",19,NA,"Sole Survivor",1,"Male",59,1,4,1,3.11
"US0222","US",15,"US15","Chicken",1,NA,"1st voted out",0,"Male",5,0,0,0,5
"US0223","US",15,"US15","Ashley",2,NA,"2nd voted out",0,"Female",6,0,0,0,3
"US0224","US",15,"US15","Leslie",3,NA,"3rd voted out",0,"Female",16,0,3,0,5.33
"US0225","US",15,"US15","Dave",4,NA,"4th voted out",0,"Male",16,0,2,0,4
"US0226","US",15,"US15","Aaron",5,NA,"5th voted out",0,"Male",10,0,5,0,2
"US0227","US",15,"US15","Sherea",6,NA,"6th voted out",0,"Female",12,0,4,0,2
"US0228","US",15,"US15","Jaime",7,"1st jury member","7th voted out",0,"Female",19,1,3,0,2.71
"US0229","US",15,"US15","Jean-Robert",8,"2nd jury member","8th voted out",0,"Male",19,1,7,0,2.38
"US0230","US",15,"US15","Frosti",9,"3rd jury member","9th voted out",0,"Male",17,1,4,0,1.89
"US0231","US",15,"US15","James",10,"4th jury member","10th voted out",0,"Male",31,1,6,1,3.1
"US0232","US",15,"US15","Erik",11,"5th jury member","11th voted out",0,"Male",21,1,3,0,1.91
"US0233","US",15,"US15","Peih-Gee",12,"6th jury member","12th voted out",0,"Female",43,1,3,0,3.58
"US0234","US",15,"US15","Denise",13,"7th jury member","13th voted out",0,"Female",33,1,7,0,2.54
"US0235","US",15,"US15","Amanda",14,NA,"2nd runner-up",0,"Female",40,0,7,0,2.86
"US0236","US",15,"US15","Courtney",15,NA,"Runner-up",0,"Female",23,0,7,0,1.53
"US0237","US",15,"US15","Todd",16,NA,"Sole Survivor",1,"Male",60,1,7,1,3.75
"US0111","US",16,"US16","Jonny Fairplay",1,NA,"1st voted out",0,"Male",8,0,0,0,8
"US0238","US",16,"US16","Mary",2,NA,"2nd voted out",0,"Female",2,0,1,0,1
"US0218","US",16,"US16","Yau-Man",3,NA,"3rd voted out",0,"Male",3,0,2,0,1
"US0239","US",16,"US16","Mikey B",4,NA,"4th voted out",0,"Male",9,0,2,0,2.25
"US0240","US",16,"US16","Joel",5,NA,"5th voted out",0,"Male",14,0,2,0,2.8
"US0196","US",16,"US16","Jonathan",6,NA,"Medically evacuated",0,"Male",14,0,6,0,2.33
"US0241","US",16,"US16","Chet",7,NA,"6th voted out",0,"Male",3,0,2,0,0.43
"US0242","US",16,"US16","Kathy",8,NA,"Quit",0,"Female",18,0,6,0,2.25
"US0243","US",16,"US16","Tracy",9,NA,"7th voted out",0,"Female",11,0,3,0,1.22
"US0125","US",16,"US16","Ami",10,NA,"8th voted out",0,"Female",13,0,5,0,1.3
"US0127","US",16,"US16","Eliza",11,"1st jury member","9th voted out",0,"Female",22,1,10,0,2
"US0201","US",16,"US16","Ozzy",12,"2nd jury member","10th voted out",0,"Male",31,1,5,1,2.58
"US0244","US",16,"US16","Jason",13,"3rd jury member","11th voted out",0,"Male",21,1,8,1,1.62
"US0231","US",16,"US16","James",14,"4th jury member","Medically evacuated",0,"Male",18,1,10,0,1.29
"US0245","US",16,"US16","Alexis",15,"5th jury member","12th voted out",0,"Female",16,1,8,0,1.07
"US0246","US",16,"US16","Erik",16,"6th jury member","13th voted out",0,"Male",39,1,3,0,2.44
"US0247","US",16,"US16","Natalie",17,"7th jury member","14th voted out",0,"Female",17,1,8,0,1
"US0179","US",16,"US16","Cirie",18,"8th jury member","15th voted out",0,"Female",52,1,5,0,2.89
"US0235","US",16,"US16","Amanda",19,NA,"Runner-up",0,"Female",33,1,5,1,1.74
"US0197","US",16,"US16","Parvati",20,NA,"Sole Survivor",1,"Female",32,1,10,0,1.6
"US0248","US",17,"US17","Michelle",1,NA,"1st voted out",0,"Female",3,0,0,0,3
"US0249","US",17,"US17","Gillian",2,NA,"2nd voted out",0,"Female",7,0,0,0,3.5
"US0250","US",17,"US17","Paloma",3,NA,"3rd voted out",0,"Female",4,0,3,0,1.33
"US0251","US",17,"US17","Jacquie",4,NA,"4th voted out",0,"Female",3,0,3,0,0.75
"US0252","US",17,"US17","GC",5,NA,"5th voted out",0,"Male",20,0,2,0,4
"US0253","US",17,"US17","Kelly",6,NA,"6th voted out",0,"Female",4,0,3,0,0.67
"US0254","US",17,"US17","Ace",7,NA,"7th voted out",0,"Male",22,0,3,0,3.14
"US0255","US",17,"US17","Dan",8,NA,"8th voted out",0,"Male",11,0,8,0,1.38
"US0256","US",17,"US17","Marcus",9,"1st jury member","9th voted out",0,"Male",27,1,9,1,3
"US0257","US",17,"US17","Charlie",10,"2nd jury member","10th voted out",0,"Male",15,1,10,0,1.5
"US0258","US",17,"US17","Randy",11,"3rd jury member","11th voted out",0,"Male",47,1,9,0,4.27
"US0259","US",17,"US17","Corinne",12,"4th jury member","12th voted out",0,"Female",27,1,10,0,2.25
"US0260","US",17,"US17","Crystal",13,"5th jury member","13th voted out",0,"Female",34,1,2,0,2.62
"US0261","US",17,"US17","Ken",14,"6th jury member","14th voted out",0,"Male",44,1,2,0,3.14
"US0262","US",17,"US17","Matty",15,"7th jury member","15th voted out",0,"Male",39,1,3,0,2.6
"US0263","US",17,"US17","Sugar",16,NA,"2nd runner-up",0,"Female",51,1,4,1,3.19
"US0264","US",17,"US17","Susie",17,NA,"Runner-up",0,"Female",25,1,8,0,1.47
"US0265","US",17,"US17","Bob",18,NA,"Sole Survivor",1,"Male",31,1,9,0,1.72
"US0266","US",18,"US18","Carolina",1,NA,"1st voted out",0,"Female",4,0,0,0,4
"US0267","US",18,"US18","Candace",2,NA,"2nd voted out",0,"Female",5,0,1,0,2.5
"US0268","US",18,"US18","Jerry",3,NA,"3rd voted out",0,"Male",4,0,1,0,1.33
"US0269","US",18,"US18","Sandy",4,NA,"4th voted out",0,"Female",7,0,4,0,1.75
"US0270","US",18,"US18","Spencer",5,NA,"5th voted out",0,"Male",17,0,5,0,3.4
"US0271","US",18,"US18","Sydney",6,NA,"6th voted out",0,"Female",7,0,5,0,1.17
"US0272","US",18,"US18","Joe",7,NA,"Medically evacuated",0,"Male",15,0,5,0,2.14
"US0273","US",18,"US18","Brendan",8,"1st jury member","7th voted out",0,"Male",34,1,5,1,4.25
"US0274","US",18,"US18","Tyson",9,"2nd jury member","8th voted out",0,"Male",22,1,5,0,2.44
"US0275","US",18,"US18","Sierra",10,"3rd jury member","9th voted out",0,"Female",23,1,5,0,2.3
"US0276","US",18,"US18","Debbie",11,"4th jury member","10th voted out",0,"Female",14,1,5,0,1.27
"US0277","US",18,"US18","Coach",12,"5th jury member","11th voted out",0,"Male",58,1,5,0,4.83
"US0278","US",18,"US18","Taj",13,"6th jury member","12th voted out",0,"Female",32,1,5,1,2.46
"US0279","US",18,"US18","Erinn",14,"7th jury member","13th voted out",0,"Female",30,1,5,0,2.14
"US0280","US",18,"US18","Stephen",15,NA,"Runner-up",0,"Male",61,0,5,0,4.07
"US0281","US",18,"US18","J.T.",16,NA,"Sole Survivor",1,"Male",71,1,5,0,4.44
"US0282","US",19,"US19","Marisa",1,NA,"1st voted out",0,"Female",3,0,1,0,3
"US0283","US",19,"US19","Mike",2,NA,"Medically evacuated",0,"Male",5,0,1,0,2.5
"US0284","US",19,"US19","Betsy",3,NA,"2nd voted out",0,"Female",5,0,1,0,1.67
"US0285","US",19,"US19","Ben",4,NA,"3rd voted out",0,"Male",5,0,1,0,1.25
"US0286","US",19,"US19","Yasmin",5,NA,"4th voted out",0,"Female",3,0,5,0,0.6
"US0287","US",19,"US19","Ashley",6,NA,"5th voted out",0,"Female",9,0,2,0,1.5
"US0288","US",19,"US19","Russell S.",7,NA,"Medically evacuated",0,"Male",17,0,7,0,2.43
"US0289","US",19,"US19","Liz",8,NA,"6th voted out",0,"Female",10,0,2,0,1.25
"US0290","US",19,"US19","Erik",9,"1st jury member","7th voted out",0,"Male",18,1,9,1,2
"US0291","US",19,"US19","Kelly",10,"2nd jury member","8th voted out",0,"Female",8,1,9,0,0.8
"US0292","US",19,"US19","Laura",11,"3rd jury member","9th voted out",0,"Female",16,1,9,0,1.45
"US0293","US",19,"US19","John",12,"4th jury member","10th voted out",0,"Male",20,1,9,0,1.67
"US0294","US",19,"US19","Dave",13,"5th jury member","11th voted out",0,"Male",16,1,9,0,1.23
"US0295","US",19,"US19","Monica",14,"6th jury member","12th voted out",0,"Female",15,1,9,0,1.07
